2017-10-10 12:57:25,879 -100 -250 0 120 -5.644741 -5.662302

2017-10-10 12:57:27,437 -50 -250 0 120 -5.545515 -5.451551

2017-10-10 12:57:28,982 0 -250 0 120 -5.385015 -5.383514

2017-10-10 12:57:30,549 50 -250 0 120 -5.385015 -5.520671

2017-10-10 12:57:32,198 100 -250 0 120 -5.230235 -5.783961

2017-10-10 12:57:33,754 150 -250 0 120 -5.260753 -6.225116

2017-10-10 12:57:35,288 200 -250 0 120 -5.322439 -6.840297

2017-10-10 12:57:36,973 250 -250 0 120 -5.416644 -7.632109

2017-10-10 12:57:38,374 300 -250 0 120 -5.612995 -8.371370

2017-10-10 12:57:40,457 300 -200 0 0 -5.545515 -8.601209

2017-10-10 12:57:41,996 300 -150 0 0 -5.612995 -8.897471

2017-10-10 12:57:43,561 300 -100 0 0 -5.678327 -8.326827

2017-10-10 12:57:45,173 300 -50 0 0 -5.578339 -7.945250

2017-10-10 12:57:46,773 300 0 0 0 -5.644741 -7.632109

2017-10-10 12:57:48,326 300 50 0 0 -5.678327 -7.520267

2017-10-10 12:57:49,850 300 100 0 0 -5.956795 -7.594508

2017-10-10 12:57:51,374 300 150 0 0 -6.293019 -7.864822

2017-10-10 12:57:52,951 300 200 0 0 -6.615435 -8.371370

2017-10-10 12:57:54,527 300 250 0 0 -6.873996 -8.944898

2017-10-10 12:57:56,095 300 300 0 0 -7.196493 -9.488475

2017-10-10 12:57:58,170 250 300 120 0 -7.196493 -9.488475

2017-10-10 12:57:59,720 200 300 120 0 -7.101882 -9.048306

2017-10-10 12:58:01,323 150 300 120 0 -6.965879 -8.027194

2017-10-10 12:58:02,880 100 300 120 0 -6.873996 -7.133190

2017-10-10 12:58:04,401 50 300 120 0 -6.829819 -6.252517

2017-10-10 12:58:05,965 0 300 120 0 -6.829819 -5.451551

2017-10-10 12:58:07,542 -50 300 120 0 -6.829819 -4.814861

2017-10-10 12:58:09,104 -100 300 120 0 -6.829819 -4.418917

2017-10-10 12:58:10,619 -150 300 120 0 -6.918626 -4.259687

2017-10-10 12:58:12,234 -200 300 120 0 -7.009287 -4.329736

2017-10-10 12:58:13,777 -250 300 120 0 -7.009287 -4.717262

2017-10-10 12:58:15,320 -300 300 120 0 -7.293212 -5.207127

2017-10-10 12:58:17,363 -300 250 120 120 -7.244583 -5.294425

2017-10-10 12:58:19,073 -300 200 120 120 -7.293212 -5.476002

2017-10-10 12:58:20,492 -300 150 120 120 -7.148930 -5.121549

2017-10-10 12:58:22,039 -300 100 120 120 -6.873996 -4.874490

2017-10-10 12:58:23,576 -300 50 120 120 -6.615435 -4.717262

2017-10-10 12:58:25,131 -300 0 120 120 -6.411138 -4.717262

2017-10-10 12:58:26,712 -300 -50 120 120 -6.371407 -4.854522

2017-10-10 12:58:28,277 -300 -100 120 120 -6.254349 -5.228787

2017-10-10 12:58:29,829 -300 -150 120 120 -6.178028 -5.783961

2017-10-10 12:58:31,421 -300 -200 120 120 -6.178028 -6.565914

2017-10-10 12:58:32,957 -300 -250 120 120 -6.216021 -7.304871

2017-10-10 12:58:34,496 -300 -300 120 120 -6.411138 -8.554258

2017-10-10 12:58:36,595 -250 -300 0 120 -6.254349 -8.648673

2017-10-10 12:58:38,180 -200 -300 0 120 -6.029295 -7.746907

2017-10-10 12:58:39,736 -150 -300 0 120 -5.850267 -7.201050

2017-10-10 12:58:41,309 -100 -300 0 120 -5.712175 -6.840297

2017-10-10 12:58:42,943 -50 -300 0 120 -5.545515 -6.595559

2017-10-10 12:58:44,448 0 -300 0 120 -5.416644 -6.449318

2017-10-10 12:58:45,976 50 -300 0 120 -5.385015 -6.565914

2017-10-10 12:58:47,533 100 -300 0 120 -5.353614 -6.777807

2017-10-10 12:58:49,094 150 -300 0 120 -5.291487 -7.269987

2017-10-10 12:58:50,619 200 -300 0 120 -5.291487 -7.785858

2017-10-10 12:58:52,221 250 -300 0 120 -5.416644 -8.419392

2017-10-10 12:58:53,760 300 -300 0 120 -5.578339 -9.726504

2017-10-10 12:58:55,358 350 -300 0 120 -5.545515 -11.337127

2017-10-10 12:58:57,382 350 -250 0 0 -5.612995 -12.111249

2017-10-10 12:58:58,998 350 -200 0 0 -5.644741 -12.708352

2017-10-10 12:59:00,528 350 -150 0 0 -5.746288 -10.915150

2017-10-10 12:59:02,066 350 -100 0 0 -5.712175 -9.850597

2017-10-10 12:59:03,598 350 -50 0 0 -5.746288 -9.048306

2017-10-10 12:59:05,152 350 0 0 0 -5.712175 -8.648673

2017-10-10 12:59:06,706 350 50 0 0 -5.815330 -8.601209

2017-10-10 12:59:08,295 350 100 0 0 -6.066003 -8.745187

2017-10-10 12:59:09,976 350 150 0 0 -6.371407 -8.944898

2017-10-10 12:59:11,369 350 200 0 0 -6.699923 -9.374180

2017-10-10 12:59:12,910 350 250 0 0 -6.918626 -9.913998

2017-10-10 12:59:14,531 350 300 0 0 -7.342391 -10.680339

2017-10-10 12:59:16,080 350 350 0 0 -7.757260 -11.804561

2017-10-10 12:59:18,307 300 350 120 0 -7.703182 -11.611509

2017-10-10 12:59:19,726 250 350 120 0 -7.649768 -10.835461

2017-10-10 12:59:21,332 200 350 120 0 -7.442452 -9.665762

2017-10-10 12:59:22,868 150 350 120 0 -7.244583 -8.843895

2017-10-10 12:59:24,404 100 350 120 0 -7.148930 -7.746907

2017-10-10 12:59:26,019 50 350 120 0 -7.055338 -7.000571

2017-10-10 12:59:27,547 0 350 120 0 -7.055338 -6.363880

2017-10-10 12:59:29,086 -50 350 120 0 -7.055338 -5.686362

2017-10-10 12:59:30,632 -100 350 120 0 -7.101882 -5.207127

2017-10-10 12:59:32,245 -150 350 120 0 -7.196493 -5.039010

2017-10-10 12:59:33,754 -200 350 120 0 -7.293212 -5.142786

2017-10-10 12:59:35,342 -250 350 120 0 -7.442452 -5.361070

2017-10-10 12:59:36,934 -300 350 120 0 -7.544873 -5.858626

2017-10-10 12:59:38,471 -350 350 120 0 -7.812020 -6.536470

2017-10-10 12:59:40,580 -350 300 120 120 -7.867479 -6.655462

2017-10-10 12:59:42,146 -350 250 120 120 -7.923656 -6.808939

2017-10-10 12:59:43,669 -350 200 120 120 -7.649768 -6.420652

2017-10-10 12:59:45,223 -350 150 120 120 -7.342391 -5.960220

2017-10-10 12:59:46,799 -350 100 120 120 -7.196493 -5.614577

2017-10-10 12:59:48,349 -350 50 120 120 -6.965879 -5.476002

2017-10-10 12:59:49,965 -350 0 120 120 -6.829819 -5.543958

2017-10-10 12:59:51,505 -350 -50 120 120 -6.573800 -5.710557

2017-10-10 12:59:53,072 -350 -100 120 120 -6.532559 -6.090649

2017-10-10 12:59:54,588 -350 -150 120 120 -6.615435 -6.655462

2017-10-10 12:59:56,217 -350 -200 120 120 -6.573800 -7.304871

2017-10-10 12:59:57,706 -350 -250 120 120 -6.699923 -8.326827

2017-10-10 12:59:59,430 -350 -300 120 120 -6.873996 -10.245682

2017-10-10 13:00:00,834 -350 -350 120 120 -6.965879 -13.344190

2017-10-10 13:00:03,061 -300 -350 0 120 -6.786087 -13.400838

2017-10-10 13:00:04,470 -250 -350 0 120 -6.532559 -11.319436

2017-10-10 13:00:06,012 -200 -350 0 120 -6.140364 -9.374180

2017-10-10 13:00:07,614 -150 -350 0 120 -5.956795 -8.461851

2017-10-10 13:00:09,140 -100 -350 0 120 -5.780672 -8.027194

2017-10-10 13:00:10,709 -50 -350 0 120 -5.678327 -7.825161

2017-10-10 13:00:12,269 0 -350 0 120 -5.578339 -7.710866

2017-10-10 13:00:13,797 50 -350 0 120 -5.480601 -7.785858

2017-10-10 13:00:15,368 100 -350 0 120 -5.416644 -7.986029

2017-10-10 13:00:16,920 150 -350 0 120 -5.353614 -8.371370

2017-10-10 13:00:18,532 200 -350 0 120 -5.291487 -9.048306

2017-10-10 13:00:20,057 250 -350 0 120 -5.545515 -10.245682

2017-10-10 13:00:21,595 300 -350 0 120 -5.545515 -12.218487

2017-10-10 13:00:23,173 350 -350 0 120 -5.644741 -14.377071

2017-10-10 13:00:24,724 400 -350 0 120 -5.746288 -17.099654

2017-10-10 13:00:26,968 400 -300 0 0 -5.780672 -17.375489

2017-10-10 13:00:28,345 400 -250 0 0 -5.780672 -17.544873

2017-10-10 13:00:29,934 400 -200 0 0 -5.780672 -16.270880

2017-10-10 13:00:31,477 400 -150 0 0 -5.815330 -14.248122

2017-10-10 13:00:33,079 400 -100 0 0 -5.850267 -12.557070

2017-10-10 13:00:34,580 400 -50 0 0 -5.885487 -11.354889

2017-10-10 13:00:36,185 400 0 0 0 -5.920995 -10.644927

2017-10-10 13:00:37,726 400 50 0 0 -5.992894 -10.245682

2017-10-10 13:00:39,272 400 100 0 0 -6.332036 -10.177288

2017-10-10 13:00:40,831 400 150 0 0 -6.615435 -10.457575

2017-10-10 13:00:42,371 400 200 0 0 -6.918626 -11.079054

2017-10-10 13:00:43,929 400 250 0 0 -7.101882 -11.804561

2017-10-10 13:00:45,497 400 300 0 0 -7.493361 -12.941363

2017-10-10 13:00:47,093 400 350 0 0 -7.757260 -14.461170

2017-10-10 13:00:48,649 400 400 0 0 -8.096683 -16.345120

2017-10-10 13:00:50,730 350 400 120 0 -8.096683 -16.197888

2017-10-10 13:00:52,268 300 400 120 0 -8.038238 -14.975729

2017-10-10 13:00:53,940 250 400 120 0 -8.038238 -12.306227

2017-10-10 13:00:55,356 200 400 120 0 -7.757260 -10.530567

2017-10-10 13:00:56,908 150 400 120 0 -7.599502 -9.546770

2017-10-10 13:00:58,490 100 400 120 0 -7.493361 -8.554258

2017-10-10 13:01:00,034 50 400 120 0 -7.442452 -7.710866

2017-10-10 13:01:01,650 0 400 120 0 -7.392133 -7.066374

2017-10-10 13:01:03,175 -50 400 120 0 -7.392133 -6.536470

2017-10-10 13:01:04,728 -100 400 120 0 -7.442452 -6.117211

2017-10-10 13:01:06,264 -150 400 120 0 -7.442452 -5.909126

2017-10-10 13:01:07,807 -200 400 120 0 -7.544873 -5.909126

2017-10-10 13:01:09,340 -250 400 120 0 -7.812020 -6.143937

2017-10-10 13:01:10,912 -300 400 120 0 -7.867479 -6.746896

2017-10-10 13:01:12,484 -350 400 120 0 -8.096683 -7.269987

2017-10-10 13:01:14,008 -400 400 120 0 -8.464900 -8.282735

2017-10-10 13:01:16,129 -400 350 120 120 -8.529423 -8.507809

2017-10-10 13:01:17,737 -400 300 120 120 -8.594920 -8.897471

2017-10-10 13:01:19,287 -400 250 120 120 -8.341624 -8.153086

2017-10-10 13:01:20,939 -400 200 120 120 -8.038238 -7.340036

2017-10-10 13:01:22,369 -400 150 120 120 -7.703182 -6.871882

2017-10-10 13:01:23,954 -400 100 120 120 -7.599502 -6.625407

2017-10-10 13:01:25,491 -400 50 120 120 -7.442452 -6.536470

2017-10-10 13:01:27,061 -400 0 120 120 -7.101882 -6.565914

2017-10-10 13:01:28,583 -400 -50 120 120 -7.009287 -6.777807

2017-10-10 13:01:30,159 -400 -100 120 120 -7.055338 -7.133190

2017-10-10 13:01:31,759 -400 -150 120 120 -6.918626 -7.864822

2017-10-10 13:01:33,289 -400 -200 120 120 -6.829819 -8.996295

2017-10-10 13:01:34,838 -400 -250 120 120 -7.055338 -10.835461

2017-10-10 13:01:36,377 -400 -300 120 120 -7.196493 -13.585259

2017-10-10 13:01:37,949 -400 -350 120 120 -7.196493 -17.328283

2017-10-10 13:01:39,492 -400 -400 120 120 -7.544873 -20.757207

2017-10-10 13:01:41,603 -350 -400 0 120 -7.442452 -21.307683

2017-10-10 13:01:43,139 -300 -400 0 120 -7.101882 -17.544873

2017-10-10 13:01:44,703 -250 -400 0 120 -6.786087 -14.647059

2017-10-10 13:01:46,271 -200 -400 0 120 -6.491707 -12.182446

2017-10-10 13:01:47,991 -150 -400 0 120 -6.140364 -10.634863

2017-10-10 13:01:49,421 -100 -400 0 120 -5.992894 -9.665762

2017-10-10 13:01:50,959 -50 -400 0 120 -5.780672 -9.262816

2017-10-10 13:01:52,491 0 -400 0 120 -5.644741 -9.100949

2017-10-10 13:01:54,066 50 -400 0 120 -5.545515 -9.154237

2017-10-10 13:01:55,593 100 -400 0 120 -5.512937 -9.488475

2017-10-10 13:01:57,121 150 -400 0 120 -5.480601 -10.114410

2017-10-10 13:01:58,690 200 -400 0 120 -5.578339 -11.249387

2017-10-10 13:02:00,270 250 -400 0 120 -5.644741 -12.941363

2017-10-10 13:02:01,806 300 -400 0 120 -5.644741 -15.100415

2017-10-10 13:02:03,453 350 -400 0 120 -5.746288 -17.281584

2017-10-10 13:02:04,943 400 -400 0 120 -5.992894 -18.961963

2017-10-10 13:02:06,500 450 -400 0 120 -5.992894 -19.746941

2017-10-10 13:02:08,605 450 -350 0 0 -6.029295 -19.746941

2017-10-10 13:02:10,172 450 -300 0 0 -6.066003 -19.788107

2017-10-10 13:02:11,727 450 -250 0 0 -6.029295 -19.172146

2017-10-10 13:02:13,294 450 -200 0 0 -5.956795 -18.041003

2017-10-10 13:02:15,009 450 -150 0 0 -5.956795 -16.757175

2017-10-10 13:02:16,378 450 -100 0 0 -6.029295 -15.316527

2017-10-10 13:02:17,943 450 -50 0 0 -6.066003 -14.089354

2017-10-10 13:02:19,531 450 0 0 0 -6.216021 -13.205721

2017-10-10 13:02:21,105 450 50 0 0 -6.371407 -12.773661

2017-10-10 13:02:22,616 450 100 0 0 -6.532559 -12.588484

2017-10-10 13:02:24,211 450 150 0 0 -6.742791 -12.798407

2017-10-10 13:02:25,745 450 200 0 0 -7.009287 -13.325470

2017-10-10 13:02:27,299 450 250 0 0 -7.244583 -14.156688

2017-10-10 13:02:28,912 450 300 0 0 -7.649768 -15.376020

2017-10-10 13:02:30,444 450 350 0 0 -7.980569 -16.675615

2017-10-10 13:02:31,985 450 400 0 0 -8.215987 -18.239087

2017-10-10 13:02:33,534 450 450 0 0 -8.661419 -19.665762

2017-10-10 13:02:35,635 400 450 120 0 -8.661419 -19.586073

2017-10-10 13:02:37,186 350 450 120 0 -8.529423 -18.894103

2017-10-10 13:02:38,740 300 450 120 0 -8.401322 -17.281584

2017-10-10 13:02:40,309 250 450 120 0 -8.215987 -14.424928

2017-10-10 13:02:41,947 200 450 120 0 -8.038238 -12.006595

2017-10-10 13:02:43,464 150 450 120 0 -7.980569 -10.550241

2017-10-10 13:02:45,003 100 450 120 0 -7.867479 -9.488475

2017-10-10 13:02:46,536 50 450 120 0 -7.812020 -8.601209

2017-10-10 13:02:48,186 0 450 120 0 -7.757260 -7.945250

2017-10-10 13:02:49,638 -50 450 120 0 -7.867479 -7.375489

2017-10-10 13:02:51,199 -100 450 120 0 -7.812020 -6.968039

2017-10-10 13:02:52,737 -150 450 120 0 -7.757260 -6.808939

2017-10-10 13:02:54,327 -200 450 120 0 -7.980569 -6.871882

2017-10-10 13:02:56,013 -250 450 120 0 -8.038238 -7.166988

2017-10-10 13:02:57,499 -300 450 120 0 -8.215987 -7.594508

2017-10-10 13:02:59,014 -350 450 120 0 -8.401322 -8.239087

2017-10-10 13:03:00,561 -400 450 120 0 -9.083330 -9.788107

2017-10-10 13:03:02,174 -450 450 120 0 -9.083330 -12.321024

2017-10-10 13:03:04,224 -450 400 120 120 -9.083330 -12.898826

2017-10-10 13:03:05,777 -450 350 120 120 -9.389247 -13.675427

2017-10-10 13:03:07,339 -450 300 120 120 -9.157813 -12.211255

2017-10-10 13:03:09,043 -450 250 120 120 -8.867253 -10.680339

2017-10-10 13:03:10,429 -450 200 120 120 -8.276890 -9.318141

2017-10-10 13:03:11,961 -450 150 120 120 -8.038238 -8.507809

2017-10-10 13:03:13,600 -450 100 120 120 -7.980569 -8.068754

2017-10-10 13:03:15,121 -450 50 120 120 -7.757260 -7.904850

2017-10-10 13:03:16,660 -450 0 120 120 -7.703182 -8.027194

2017-10-10 13:03:18,225 -450 -50 120 120 -7.442452 -8.326827

2017-10-10 13:03:19,752 -450 -100 120 120 -7.493361 -9.100949

2017-10-10 13:03:21,328 -450 -150 120 120 -7.342391 -10.385789

2017-10-10 13:03:23,042 -450 -200 120 120 -7.392133 -12.111249

2017-10-10 13:03:24,497 -450 -250 120 120 -7.599502 -14.400934

2017-10-10 13:03:26,032 -450 -300 120 120 -7.599502 -17.746907

2017-10-10 13:03:27,580 -450 -350 120 120 -7.812020 -21.611509

2017-10-10 13:03:29,177 -450 -400 120 120 -7.980569 -24.436975

2017-10-10 13:03:30,690 -450 -450 120 120 -8.215987 -26.197888

2017-10-10 13:03:32,956 -400 -450 0 120 -8.096683 -26.382722

2017-10-10 13:03:34,337 -350 -450 0 120 -7.599502 -24.814861

2017-10-10 13:03:35,919 -300 -450 0 120 -7.244583 -21.804561

2017-10-10 13:03:37,530 -250 -450 0 120 -6.829819 -18.696662

2017-10-10 13:03:39,070 -200 -450 0 120 -6.532559 -16.143937

2017-10-10 13:03:40,615 -150 -450 0 120 -6.254349 -14.134127

2017-10-10 13:03:42,181 -100 -450 0 120 -6.029295 -12.865095

2017-10-10 13:03:43,727 -50 -450 0 120 -5.956795 -12.247537

2017-10-10 13:03:45,289 0 -450 0 120 -5.815330 -11.958606

2017-10-10 13:03:46,848 50 -450 0 120 -5.678327 -12.076083

2017-10-10 13:03:48,391 100 -450 0 120 -5.712175 -12.588484

2017-10-10 13:03:49,991 150 -450 0 120 -5.644741 -13.605135

2017-10-10 13:03:51,519 200 -450 0 120 -5.678327 -15.016894

2017-10-10 13:03:53,069 250 -450 0 120 -5.644741 -16.861328

2017-10-10 13:03:54,606 300 -450 0 120 -5.956795 -18.664611

2017-10-10 13:03:56,304 350 -450 0 120 -5.850267 -19.788107

2017-10-10 13:03:57,709 400 -450 0 120 -6.254349 -20.409586

2017-10-10 13:03:59,426 450 -450 0 120 -5.992894 -20.555173

2017-10-10 13:04:00,958 500 -450 0 120 -6.178028 -20.757207

2017-10-10 13:04:03,046 500 -400 0 0 -6.216021 -20.757207

2017-10-10 13:04:04,433 500 -350 0 0 -6.216021 -20.655015

2017-10-10 13:04:05,959 500 -300 0 0 -6.216021 -20.315171

2017-10-10 13:04:07,516 500 -250 0 0 -6.254349 -19.746941

2017-10-10 13:04:09,130 500 -200 0 0 -6.216021 -19.136402

2017-10-10 13:04:10,671 500 -150 0 0 -6.254349 -18.356471

2017-10-10 13:04:12,245 500 -100 0 0 -6.216021 -17.495800

2017-10-10 13:04:13,750 500 -50 0 0 -6.411138 -16.675615

2017-10-10 13:04:15,312 500 0 0 0 -6.491707 -15.968795

2017-10-10 13:04:16,897 500 50 0 0 -6.532559 -15.512937

2017-10-10 13:04:18,446 500 100 0 0 -6.657474 -15.316527

2017-10-10 13:04:19,988 500 150 0 0 -6.829819 -15.436340

2017-10-10 13:04:21,590 500 200 0 0 -7.148930 -15.850267

2017-10-10 13:04:23,154 500 250 0 0 -7.493361 -16.516951

2017-10-10 13:04:24,670 500 300 0 0 -7.812020 -17.375489

2017-10-10 13:04:26,246 500 350 0 0 -8.038238 -18.297383

2017-10-10 13:04:27,761 500 400 0 0 -8.341624 -19.281180

